"BehaviorSpace results (NetLogo 6.3.0)"
"Schelling_on_GIS-@SES.nlogo"
"experiment_ethnic-SES_2"
"10/09/2022 09:58:55:574 +0700"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-16","16","-16","16"
"[run number]","town","free-space","scale-down-pop","data-source","measure","ethnicity","ses","threshold-mean","threshold-sd","tie-houses-to-ses","beta-eth","beta-ses","color-axis-max","dissimilarity-ses","turnover","always-search","always-move","ethn-ses-recommendations","neighbor-weight","others-ignore-ethn","stop-tick","[step]","simpson-index","EGJ","CHN","EGS","OTH","moranI"
"20","Jakarta","0.05","100","simulation (dynamic)","ethnicity fraction","CHINESE","LOW","0.3","0.1","false","8","8","1","all","0","false","false","true","0.17","true","100","99","0.098","0.586","0.716","0.598","0.269","0.762"
"18","Jakarta","0.05","100","simulation (dynamic)","ethnicity fraction","CHINESE","LOW","0.3","0.1","false","8","8","1","all","0","false","false","true","0.17","true","100","99","0.085","0.551","0.698","0.539","0.255","0.736"
"22","Jakarta","0.05","100","simulation (dynamic)","ethnicity fraction","CHINESE","LOW","0.3","0.1","false","8","12","1","all","0","false","false","true","0.17","true","100","99","0.058","0.454","0.551","0.429","0.237","0.663"
"21","Jakarta","0.05","100","simulation (dynamic)","ethnicity fraction","CHINESE","LOW","0.3","0.1","false","8","12","1","all","0","false","false","true","0.17","true","100","99","0.056","0.461","0.57","0.407","0.26","0.675"
"23","Jakarta","0.05","100","simulation (dynamic)","ethnicity fraction","CHINESE","LOW","0.3","0.1","false","8","12","1","all","0","false","false","true","0.17","true","100","99","0.054","0.44","0.555","0.403","0.221","0.693"
"24","Jakarta","0.05","100","simulation (dynamic)","ethnicity fraction","CHINESE","LOW","0.3","0.1","false","8","12","1","all","0","false","false","true","0.17","true","100","99","0.056","0.444","0.551","0.409","0.231","0.658"
"25","Jakarta","0.05","100","simulation (dynamic)","ethnicity fraction","CHINESE","LOW","0.3","0.1","false","8","12","1","all","0","false","false","true","0.17","true","100","99","0.055","0.456","0.562","0.415","0.243","0.656"
"26","Jakarta","0.05","100","simulation (dynamic)","ethnicity fraction","CHINESE","LOW","0.3","0.1","false","8","12","1","all","0","false","false","true","0.17","true","100","99","0.057","0.463","0.58","0.408","0.234","0.736"
"27","Jakarta","0.05","100","simulation (dynamic)","ethnicity fraction","CHINESE","LOW","0.3","0.1","false","8","12","1","all","0","false","false","true","0.17","true","100","99","0.054","0.441","0.556","0.391","0.244","0.696"
"28","Jakarta","0.05","100","simulation (dynamic)","ethnicity fraction","CHINESE","LOW","0.3","0.1","false","8","12","1","all","0","false","false","true","0.17","true","100","99","0.055","0.442","0.567","0.407","0.225","0.661"
"29","Jakarta","0.05","100","simulation (dynamic)","ethnicity fraction","CHINESE","LOW","0.3","0.1","false","8","12","1","all","0","false","false","true","0.17","true","100","99","0.056","0.456","0.559","0.425","0.242","0.704"
"30","Jakarta","0.05","100","simulation (dynamic)","ethnicity fraction","CHINESE","LOW","0.3","0.1","false","8","12","1","all","0","false","false","true","0.17","true","100","99","0.056","0.455","0.558","0.417","0.253","0.712"
"31","Jakarta","0.05","100","simulation (dynamic)","ethnicity fraction","CHINESE","LOW","0.3","0.1","true","8","4","1","all","0","false","false","true","0.17","true","100","99","0.14","0.546","0.954","0.675","0.195","0.776"
"32","Jakarta","0.05","100","simulation (dynamic)","ethnicity fraction","CHINESE","LOW","0.3","0.1","true","8","4","1","all","0","false","false","true","0.17","true","100","99","0.155","0.581","0.957","0.73","0.21","0.773"
"33","Jakarta","0.05","100","simulation (dynamic)","ethnicity fraction","CHINESE","LOW","0.3","0.1","true","8","4","1","all","0","false","false","true","0.17","true","100","99","0.144","0.562","0.957","0.688","0.201","0.782"
"34","Jakarta","0.05","100","simulation (dynamic)","ethnicity fraction","CHINESE","LOW","0.3","0.1","true","8","4","1","all","0","false","false","true","0.17","true","100","99","0.15","0.564","0.957","0.687","0.204","0.758"
"36","Jakarta","0.05","100","simulation (dynamic)","ethnicity fraction","CHINESE","LOW","0.3","0.1","true","8","4","1","all","0","false","false","true","0.17","true","100","99","0.138","0.537","0.955","0.655","0.207","0.755"
"35","Jakarta","0.05","100","simulation (dynamic)","ethnicity fraction","CHINESE","LOW","0.3","0.1","true","8","4","1","all","0","false","false","true","0.17","true","100","99","0.141","0.535","0.943","0.642","0.207","0.77"
"38","Jakarta","0.05","100","simulation (dynamic)","ethnicity fraction","CHINESE","LOW","0.3","0.1","true","8","4","1","all","0","false","false","true","0.17","true","100","99","0.166","0.592","0.955","0.795","0.208","0.773"
"37","Jakarta","0.05","100","simulation (dynamic)","ethnicity fraction","CHINESE","LOW","0.3","0.1","true","8","4","1","all","0","false","false","true","0.17","true","100","99","0.158","0.585","0.949","0.761","0.21","0.775"
"39","Jakarta","0.05","100","simulation (dynamic)","ethnicity fraction","CHINESE","LOW","0.3","0.1","true","8","4","1","all","0","false","false","true","0.17","true","100","99","0.142","0.543","0.952","0.691","0.207","0.773"
"40","Jakarta","0.05","100","simulation (dynamic)","ethnicity fraction","CHINESE","LOW","0.3","0.1","true","8","4","1","all","0","false","false","true","0.17","true","100","99","0.156","0.584","0.959","0.746","0.217","0.777"
"42","Jakarta","0.05","100","simulation (dynamic)","ethnicity fraction","CHINESE","LOW","0.3","0.1","true","8","8","1","all","0","false","false","true","0.17","true","100","99","0.09","0.457","0.8","0.52","0.175","0.78"
"43","Jakarta","0.05","100","simulation (dynamic)","ethnicity fraction","CHINESE","LOW","0.3","0.1","true","8","8","1","all","0","false","false","true","0.17","true","100","99","0.093","0.469","0.829","0.508","0.155","0.801"
"44","Jakarta","0.05","100","simulation (dynamic)","ethnicity fraction","CHINESE","LOW","0.3","0.1","true","8","8","1","all","0","false","false","true","0.17","true","100","99","0.092","0.465","0.823","0.491","0.178","0.805"
"41","Jakarta","0.05","100","simulation (dynamic)","ethnicity fraction","CHINESE","LOW","0.3","0.1","true","8","8","1","all","0","false","false","true","0.17","true","100","99","0.087","0.459","0.798","0.494","0.18","0.786"
"45","Jakarta","0.05","100","simulation (dynamic)","ethnicity fraction","CHINESE","LOW","0.3","0.1","true","8","8","1","all","0","false","false","true","0.17","true","100","99","0.095","0.47","0.774","0.551","0.183","0.782"
"46","Jakarta","0.05","100","simulation (dynamic)","ethnicity fraction","CHINESE","LOW","0.3","0.1","true","8","8","1","all","0","false","false","true","0.17","true","100","99","0.095","0.468","0.823","0.507","0.176","0.794"
"48","Jakarta","0.05","100","simulation (dynamic)","ethnicity fraction","CHINESE","LOW","0.3","0.1","true","8","8","1","all","0","false","false","true","0.17","true","100","99","0.092","0.464","0.812","0.52","0.176","0.798"
"47","Jakarta","0.05","100","simulation (dynamic)","ethnicity fraction","CHINESE","LOW","0.3","0.1","true","8","8","1","all","0","false","false","true","0.17","true","100","99","0.091","0.466","0.82","0.496","0.181","0.775"
"49","Jakarta","0.05","100","simulation (dynamic)","ethnicity fraction","CHINESE","LOW","0.3","0.1","true","8","8","1","all","0","false","false","true","0.17","true","100","99","0.089","0.458","0.813","0.488","0.173","0.79"
"50","Jakarta","0.05","100","simulation (dynamic)","ethnicity fraction","CHINESE","LOW","0.3","0.1","true","8","8","1","all","0","false","false","true","0.17","true","100","99","0.089","0.458","0.802","0.513","0.191","0.783"
"51","Jakarta","0.05","100","simulation (dynamic)","ethnicity fraction","CHINESE","LOW","0.3","0.1","true","8","12","1","all","0","false","false","true","0.17","true","100","99","0.059","0.4","0.645","0.351","0.199","0.774"
"52","Jakarta","0.05","100","simulation (dynamic)","ethnicity fraction","CHINESE","LOW","0.3","0.1","true","8","12","1","all","0","false","false","true","0.17","true","100","99","0.057","0.394","0.64","0.342","0.2","0.781"
"53","Jakarta","0.05","100","simulation (dynamic)","ethnicity fraction","CHINESE","LOW","0.3","0.1","true","8","12","1","all","0","false","false","true","0.17","true","100","99","0.063","0.411","0.655","0.375","0.209","0.796"
"54","Jakarta","0.05","100","simulation (dynamic)","ethnicity fraction","CHINESE","LOW","0.3","0.1","true","8","12","1","all","0","false","false","true","0.17","true","100","99","0.064","0.411","0.652","0.384","0.197","0.805"
"56","Jakarta","0.05","100","simulation (dynamic)","ethnicity fraction","CHINESE","LOW","0.3","0.1","true","8","12","1","all","0","false","false","true","0.17","true","100","99","0.063","0.411","0.666","0.378","0.198","0.769"
"55","Jakarta","0.05","100","simulation (dynamic)","ethnicity fraction","CHINESE","LOW","0.3","0.1","true","8","12","1","all","0","false","false","true","0.17","true","100","99","0.06","0.406","0.661","0.369","0.199","0.785"
"57","Jakarta","0.05","100","simulation (dynamic)","ethnicity fraction","CHINESE","LOW","0.3","0.1","true","8","12","1","all","0","false","false","true","0.17","true","100","99","0.061","0.404","0.651","0.369","0.198","0.779"
"58","Jakarta","0.05","100","simulation (dynamic)","ethnicity fraction","CHINESE","LOW","0.3","0.1","true","8","12","1","all","0","false","false","true","0.17","true","100","99","0.059","0.404","0.654","0.352","0.199","0.772"
"59","Jakarta","0.05","100","simulation (dynamic)","ethnicity fraction","CHINESE","LOW","0.3","0.1","true","8","12","1","all","0","false","false","true","0.17","true","100","99","0.063","0.411","0.663","0.368","0.21","0.806"
"60","Jakarta","0.05","100","simulation (dynamic)","ethnicity fraction","CHINESE","LOW","0.3","0.1","true","8","12","1","all","0","false","false","true","0.17","true","100","99","0.063","0.406","0.663","0.383","0.201","0.801"
